Year,County,Extreme Heat Days,Heating Degree Days,Cooling Degree Days,Max Temp,Min Temp,Precipitation
2025,Napa,22,2103,1989,69.24912217048659,32.60718862350076,116.85127963342185
2025,Riverside,42,4342,2029,88.62917511362609,32.391108237659864,128.70936506113
2025,Sacramento,45,324,1236,111.19356317603663,64.05522370853973,136.98151417124004
2025,San Joaquin,2,4432,897,62.23088935044684,65.34203343741277,55.34564420166801
2025,San Luis Obispo,43,1197,4724,115.28506441840429,41.56961285269187,161.52735046617352
2025,Santa Barbara,25,3560,2658,96.2995064261521,41.051191254896416,77.66443268930887
2025,Santa Clara,6,4803,3252,100.36079743926172,68.128679833,38.8016104648035
2025,Santa Cruz,3,2923,1678,115.4658275888566,37.44045512344299,33.93798525411089
2025,Solano,49,1573,1658,67.17914987126272,66.77704855019567,35.6533198426781
2025,Sonoma,21,3298,4517,115.28942696724994,49.81750370329917,102.5713815682604
2025,Stanislaus,14,1717,502,64.35435209311011,46.9374615394498,119.17629505599567
2025,Statewide,39,3555,2526,70.53260171611484,30.02318109114819,129.8322539681324
2025,Tulare,38,4685,4056,68.78899789609817,67.13201736049456,45.06778352391496
2025,Ventura,18,4172,763,114.02639118264436,53.32834647475987,130.9151308565313
2026,Alameda,9,4595,4094,77.78214543193593,67.35465590406534,179.66906255399994
2026,Butte,26,4053,2375,92.781373267036,69.11795696646958,19.42558507565728
2026,Fresno,25,2,4460,89.79416999995806,49.959384089083315,12.963050648995589
2026,Imperial,16,3877,1374,61.9345253412816,33.04543729317019,18.689396428318773
2026,Kern,43,153,2495,116.70404772014106,53.22047547880037,99.13328500451189
2026,Kings,27,3186,4096,88.55461670986183,54.83966426254005,7.987525969212372
2026,Los Angeles,1,4971,788,113.28785695943472,57.758175939719386,173.8349299625866
2026,Madera,24,4647,1088,71.38893631790043,42.85478188839974,172.44468987193875
2026,Merced,26,269,2302,114.1433556062602,41.545136464709266,145.08974877342774
2026,Monterey,45,4071,4184,98.73936290477297,48.43739123247211,12.263507631155823
2026,Napa,45,3299,3705,95.3036989336908,32.979714762736634,31.2473102026819
2026,Riverside,20,1916,2707,66.87559039162053,53.04002394208247,162.1552849700374
2026,Sacramento,42,4581,4863,68.72380656463469,47.76333414643378,47.01870700252535
2026,San Joaquin,44,1980,1644,82.28496411995718,35.484802240600914,128.61269114689296
2026,San Luis Obispo,19,3855,279,77.95874803977506,34.29649367703851,154.61305289346132
2026,Santa Barbara,18,2870,1646,75.3121967761824,45.94444379032477,25.479093805168638
2026,Santa Clara,42,3367,1950,77.0892663970516,45.04671335498263,172.79912710267448
2026,Santa Cruz,19,4101,327,91.74873090367757,47.77973355854048,146.67478476100587
2026,Solano,41,125,2321,99.65789678465785,65.92872216361546,102.19589967918108
2026,Sonoma,8,1253,1335,105.44235035215974,33.963396725321985,111.33457209270314
2026,Stanislaus,27,4055,1443,90.45684389148494,45.14633640645657,48.35089045580365
2026,Statewide,34,3999,4018,80.26469597644093,42.1574472554594,102.28805427390677
2026,Tulare,12,4496,2849,88.92483037386333,65.23887353852338,75.49790104465175
2026,Ventura,18,2706,357,97.95077512535971,37.09923208661674,67.44735503357396
2027,Alameda,32,242,282,78.31635982686143,32.98405429082419,193.8786096745025
2027,Butte,39,4585,1908,65.844953601414,65.79419347791696,150.10371935858905
2027,Fresno,30,2458,3909,80.50186938751611,31.64687841741823,172.25713667211647
2027,Imperial,8,1455,2902,107.2424830749097,46.45251154123218,130.20406816316248
2027,Kern,47,2959,4081,100.3461977253361,41.58467655154105,155.9215957126758
2027,Kings,16,706,4052,111.44111698362448,33.89270231310461,195.10326369219067
2027,Los Angeles,43,1192,2953,75.20151015325528,58.5939023150359,183.54252037541954
2027,Madera,13,4661,260,106.34729231049164,49.80268128820975,16.930735334795276
2027,Merced,9,2897,4869,101.50701584066448,54.62525052856241,174.34619898779465
2027,Monterey,18,165,4078,62.57904702269802,49.58578402744996,93.47280956244255
2027,Napa,48,741,2242,102.26425317318123,61.9940853968867,54.93501932009293
2027,Riverside,15,825,2141,63.50737498350056,45.340004896484274,161.30593805758912
2027,Sacramento,32,3529,1920,73.83102720836426,42.47466607502032,24.443729149550396
2027,San Joaquin,28,871,1623,111.70370302358276,38.19783512345561,120.32257719148546
2027,San Luis Obispo,49,2243,4251,75.53697336848715,58.74378412971967,86.63254946311187
2027,Santa Barbara,1,4379,1395,78.29870996652424,40.59084287235427,100.56935634690586
2027,Santa Clara,22,673,4499,79.24891906459911,31.379601919372305,193.02751643521952
2027,Santa Cruz,14,3660,1495,109.86800458605984,43.97285341188764,99.80691724821824
2027,Solano,7,2431,2913,119.84160722040522,62.4340558954499,26.86575126397375
2027,Sonoma,9,4941,4758,66.99848477047131,48.49961090230471,31.38954087452055
2027,Stanislaus,19,1316,1747,96.811594462958,62.124805620526466,35.12911714904412
2027,Statewide,13,541,1282,92.40066535083356,34.01549836156266,8.189908206259911
2027,Tulare,44,1683,4656,86.82328584303987,37.961883641880064,6.279038354981004
2027,Ventura,48,3966,1934,115.63424268648316,68.88480712764434,2.81467683886949
2028,Alameda,25,3222,4116,64.3760951077126,48.09102077789357,4.077733592911481
2028,Butte,36,4453,2021,65.91376552406592,61.37684097664317,68.93487475179757
2028,Fresno,11,2634,2490,118.58107803235461,40.53101562968152,7.584752116856386
2028,Imperial,42,4757,4888,107.56475428181935,55.535429910325206,90.22906505170505
2028,Kern,36,637,2031,119.16249264283579,51.463460183056505,54.11391317743859
2028,Kings,30,1678,1974,78.26020216125997,37.32012000589771,66.79267410144661
2028,Los Angeles,14,1166,283,111.84031362232277,69.96320965314624,175.72713895010628
2028,Madera,48,1386,348,119.5095610907664,41.603639405421525,175.68410948881984
2028,Merced,36,128,1902,113.45792322945394,64.30629595539628,83.37502236268229
2028,Monterey,5,654,4394,114.22607703771419,45.71355588912155,149.29208364553622
2028,Napa,5,165,3721,90.86695623057781,36.95295452782368,27.0154299674225
2028,Riverside,33,3701,1533,69.6666608642371,36.068224859832284,28.99170908856419
2028,Sacramento,31,2715,3050,76.84204762228245,56.17710832614992,36.95830617953089
2028,San Joaquin,37,2440,1825,112.97203323235138,33.86493424922249,119.46876234616764
2028,San Luis Obispo,10,1608,133,104.01499162326785,37.846286273900404,61.66658168739823
2028,Santa Barbara,41,3274,4361,63.094253297880925,39.04696961363685,48.75453806664638
2028,Santa Clara,47,4099,3044,61.92408892734771,56.68673794763623,113.53680881273822
2028,Santa Cruz,28,1583,1880,112.44733070281555,36.658715691696685,65.49895951078435
2028,Solano,26,1492,368,85.92231012364826,61.049566454563816,184.3834817210824
2028,Sonoma,12,2906,3705,118.02697298738128,45.657989898534375,120.50451307819137
2028,Stanislaus,15,1608,1442,96.20461235554652,55.63827201019573,97.28861518019269
2028,Statewide,35,178,4950,77.98988577108032,37.315222621635236,62.87730323766232
2028,Tulare,48,1241,1172,74.79913063202856,62.060586307515344,4.25434649504377
2028,Ventura,23,4671,1632,67.84423858115363,38.494600383425016,185.83021671356022
2029,Alameda,40,1370,3803,100.81344495629318,54.26134161586956,168.84669880622977
2029,Butte,16,3711,963,63.143452366390484,49.312503358745815,68.97204661539575
2029,Fresno,13,1671,4303,80.83128321163818,65.87950280674056,50.6061370489608
2029,Imperial,22,4533,710,70.05225598576901,63.49161931603393,20.56965220984994
2029,Kern,2,2726,2674,87.53803516257176,37.53912088438441,0.3242805171385754
2029,Kings,49,325,551,98.14868623052314,44.9833022971539,91.9409294336764
2029,Los Angeles,14,2591,3817,90.44039921362784,61.63932166911262,127.7433025964089
2029,Madera,49,4627,3352,85.31090865044516,45.21538207064331,199.2474072684909
2029,Merced,22,3983,462,86.42934672460387,35.41335839385103,130.84150832941904
2029,Monterey,35,3533,2429,96.17744917128161,35.45586217137161,75.75783280999349
2029,Napa,29,944,2774,101.3971516376441,43.4447406171446,111.85703770775784
2029,Riverside,25,3501,4714,119.48074074086512,67.01614435807105,113.14584798882592
2029,Sacramento,7,437,80,112.14542697613047,37.410124938793516,141.91377981285626
2029,San Joaquin,44,3786,1383,100.20066255975867,41.71247316465535,175.0788571819619
2029,San Luis Obispo,45,1333,1571,75.49049326253893,59.21290401602081,70.06436514979082
2029,Santa Barbara,9,2705,5,117.33516392349858,42.03867065519977,46.50094159163838
2029,Santa Clara,25,2396,345,87.22323941779428,39.634546796399846,76.08084316623085
2029,Santa Cruz,22,629,4463,73.76936306629214,50.345589837167,8.550372598216448
2029,Solano,14,3540,2907,86.44764569367987,41.35292393577775,161.05782171402487
2029,Sonoma,34,2118,4947,92.44196244581168,30.7969248483422,140.66724682061374
2029,Stanislaus,39,2110,197,81.01664877696788,63.60626257752131,95.23431005051634
2029,Statewide,28,3557,3363,74.28853781779208,54.0108840283443,52.84337444555436
2029,Tulare,10,4800,4875,88.3703238762821,67.1200650515452,129.2710410660597
2029,Ventura,31,4543,553,117.45895655750658,43.28309920687869,23.671492496893553
2030,Alameda,3,581,1642,101.02457877773283,53.661080421559916,177.3139464979465
2030,Butte,42,1086,4677,109.50895405657513,48.01078524647694,23.471254308782363
2030,Fresno,0,1687,3389,74.80953077743109,54.4699673570078,182.55218735538062
2030,Imperial,47,2271,4619,110.99529971297159,37.126614126367045,6.1858885701223665
2030,Kern,16,1054,3363,61.86581962875044,45.44555157772341,39.814734999734156
2030,Kings,49,1616,3960,90.44546199590172,49.89821824569579,97.68660227714709
2030,Los Angeles,15,3723,1885,72.05034153084763,45.79507736446651,80.41502832076904
2030,Madera,33,933,3248,101.56483864522029,42.098027112367284,63.5954478064235
2030,Merced,35,3268,4780,94.3147658786835,33.35784715280328,158.3264985624183
2030,Monterey,5,2371,1479,113.22872893069805,36.29301224937843,122.85855583150106
2030,Napa,48,1680,1891,76.00493479789924,32.459496413279474,115.5528821086709
2030,Riverside,39,3387,389,113.57171969802563,39.53849404898718,75.40677753373643
2030,Sacramento,45,4363,2117,95.1207946666407,58.9046058878811,161.34267431704328
2030,San Joaquin,34,1797,3998,96.56449079430345,37.721610875194145,116.70460316113565
2030,San Luis Obispo,20,1762,3291,111.2689000448343,44.88051539551105,152.41062123045987
2030,Santa Barbara,0,1254,44,117.61988775382937,53.39200699746197,180.6009824842731
2030,Santa Clara,10,4653,283,115.62689880190352,38.464090261356716,142.65012418410436
2030,Santa Cruz,43,2160,1723,81.01893822745222,41.47338308333835,74.58053410761198
2030,Solano,5,836,2940,112.90433517156981,34.19118940321435,37.41224475377152
2030,Sonoma,20,197,259,64.1224642596898,36.53936375508192,112.02775260501232
2030,Stanislaus,41,4708,1322,102.52056902161,53.74392943149982,113.65127760846521
2030,Statewide,28,3235,2342,89.56825561097958,67.37099095569386,57.624381420847115
2030,Tulare,34,2005,501,100.88321149557362,56.699472764324206,52.51849383641074
2030,Ventura,14,1329,180,97.20353485685918,32.080652499988865,100.76082519390349
2031,Alameda,37,2807,2288,117.76600489703225,50.90298709585673,80.57781568474931
2031,Butte,21,3010,730,74.75243930873356,58.39505593562218,95.6710510184269
2031,Fresno,36,1423,4114,109.6335876336682,55.95670518642127,191.4600203545937
2031,Imperial,25,4795,2831,70.23240077191122,55.181107918209236,140.3025627780645
2031,Kern,11,2997,2009,95.63565787060173,43.29054737680197,164.07188095132094
2031,Kings,9,2757,4946,88.02605272668104,55.99510537011912,26.14356873885182
2031,Los Angeles,37,4929,1753,100.68770162419808,41.66569126206099,115.23314138422779
2031,Madera,29,1093,148,62.259839904746784,51.166843468698616,73.7547367497777
2031,Merced,11,1448,3427,95.37934107391165,62.367617608616975,159.81432826163098
2031,Monterey,41,3175,2030,101.49333781826607,53.17676763134658,60.798246384635334
2031,Napa,40,393,4973,96.55694510416106,50.82964558061646,119.69166018989577
2031,Riverside,37,2479,3754,65.51079041765371,33.447770786746965,158.18288713138264
2031,Sacramento,5,1321,1349,69.15604240172145,35.92653403600647,84.07098274109414
2031,San Joaquin,15,4874,4264,74.37968877175523,53.49133198120671,23.102899265913422
2031,San Luis Obispo,15,1984,3573,110.11535158649446,58.92174839061954,45.521447732859755
2031,Santa Barbara,9,3810,1,75.97923897536882,65.655927362515,186.48612168208587
2031,Santa Clara,32,4826,4124,93.80837826389659,37.23065927174862,149.13691320555859
2031,Santa Cruz,16,3978,1141,112.14802235128863,31.550022966386692,15.711759533629177
2031,Solano,6,2773,3653,72.9558016124048,62.23828238514387,190.65012577783682
2031,Sonoma,36,3906,2342,119.56709586089376,46.191227329103,159.9965653309863
2031,Stanislaus,14,2037,4700,96.35642772704688,50.89950406213417,147.92485474831898
2031,Statewide,4,3855,2371,66.70297036231992,38.35228199934848,95.13692947264856
2031,Tulare,39,16,35,70.70869464879806,65.19918125506479,79.74782830404104
2031,Ventura,5,2619,2162,104.06748282463454,54.49466891766282,33.91682420905586
2032,Alameda,30,1320,2315,67.45555089910782,37.22693608637385,72.15438646238259
2032,Butte,8,3740,1130,108.99250940543533,36.9672061370487,135.1204444786335
2032,Fresno,26,2689,1513,87.32860402759451,65.65806395518769,185.4195137044261
2032,Imperial,43,621,4676,104.54941725186843,39.26079425871153,20.822046832022558
2032,Kern,14,1292,1739,69.9237911804004,66.88939959622589,183.14189374917288
2032,Kings,5,2001,823,93.01598188409537,39.45645226325617,163.59109804615292
2032,Los Angeles,39,1074,1872,103.4804939274769,34.62179231442046,169.1473092766142
2032,Madera,30,3081,3372,117.02752928936918,37.8610781363525,47.08829020338001
2032,Merced,36,2800,539,116.75166605707386,56.25921882207764,163.27727766774777
2032,Monterey,32,2285,4588,88.22306252259789,40.24872051709298,20.754638869756214
2032,Napa,38,2124,3606,91.1096708833462,44.373810599431046,131.6934186719018
2032,Riverside,20,1367,1112,103.8053313437826,62.38484531495366,195.91478624399232
2032,Sacramento,16,3249,4385,70.91529802398193,57.61910247174738,99.3464148894075
2032,San Joaquin,9,4612,3167,112.11405715593261,64.36595437656962,40.6566420405712
2032,San Luis Obispo,49,3175,1343,87.81924970249162,66.01205461471437,157.05313570497094
2032,Santa Barbara,15,1462,3858,64.4164684273253,41.8807591571014,87.84159251859032
2032,Santa Clara,35,626,504,100.95726806938436,48.93869901489306,55.17747486700954
2032,Santa Cruz,4,3618,3613,90.58143852005014,51.86209058538199,168.79502528498523
2032,Solano,23,4090,1910,99.53338557088094,46.7582655974798,141.54056830659968
2032,Sonoma,31,3704,4539,118.68060451525409,50.153070438813614,184.87225110236395
2032,Stanislaus,11,3305,2319,67.81607145090682,57.14714450977303,165.29493660496607
2032,Statewide,4,912,2637,62.40282177723464,34.270273887029134,73.13763092553471
2032,Tulare,30,4361,1811,83.21075008150889,48.53611948560149,142.11176662523673
2032,Ventura,6,1656,4591,103.75073359870765,36.58110024299631,73.69157182448096
2033,Alameda,48,3174,4576,80.57252276596984,33.39571349822109,124.84622516745534
2033,Butte,6,4372,4139,79.1929452106896,57.19575971303472,168.00180250015103
2033,Fresno,47,682,1789,76.42645766534426,64.47457171704801,159.7404705109519
2033,Imperial,4,4665,4943,99.10625049887727,53.67855039880432,73.09922251558514
2033,Kern,29,2426,1729,93.74315220212986,44.93091433146538,153.20200641635705
2033,Kings,27,4119,1932,116.93975342379512,54.173149478770824,178.71814264717642
2033,Los Angeles,19,3165,4875,117.46329056532906,46.00346284277893,115.6319368143479
2033,Madera,12,4009,1886,109.4038650305954,62.92645039273917,76.05763124462696
2033,Merced,45,2709,537,94.08869422622249,68.32893095588588,168.82124777142909
2033,Monterey,5,2988,363,109.14920794082897,65.91872727257669,175.19112002290652
2033,Napa,32,2957,3384,112.14424111071374,54.77360200218437,45.76839957725633
2033,Riverside,6,4594,1204,107.63157475605996,64.80401766548837,73.59222308903715
2033,Sacramento,20,3372,1242,61.15879991141242,57.75675844643017,194.63590748322432
2033,San Joaquin,15,688,3997,63.88375628879107,60.294293646794735,106.42818161575714
2033,San Luis Obispo,40,4950,4366,93.25973028102057,40.254470195332104,84.1774026462887
2033,Santa Barbara,35,223,801,64.64763155723776,60.43280446519894,65.23040565242306
2033,Santa Clara,7,1267,1796,100.3823853282367,50.54253733905284,43.26159122521274
2033,Santa Cruz,23,3718,4750,75.12369708377054,61.70075639492157,20.88193139538412
2033,Solano,20,2356,3445,92.18047292882349,39.95253086829942,109.43889469349682
2033,Sonoma,26,3983,535,64.8799547632467,69.25580271281271,70.17454464106191
2033,Stanislaus,4,2349,3186,84.32199256126715,52.550498530029,73.50375393250259
2033,Statewide,23,2688,4200,105.67368696236593,51.681098917028166,195.3871748538486
2033,Tulare,47,2106,4131,85.56665999797218,50.570081245320544,192.18030354130954
2033,Ventura,7,2214,4636,71.73524887115342,61.3161660177553,46.765095596735165
2034,Alameda,15,3573,3149,96.34052465233009,57.27562842876864,196.23699788259862
2034,Butte,37,133,3314,100.50060274638528,58.43610165390524,24.539119253268215
2034,Fresno,26,1424,4467,70.70211419076139,65.01079760589664,110.71763275236437
2034,Imperial,16,4167,101,71.06853423335481,61.16025214034616,157.18950539952726
2034,Kern,33,803,1566,105.00248855516809,48.49065124896798,142.8473095449037
2034,Kings,9,3567,529,103.46267299292009,65.78795418502777,69.56442010972164
2034,Los Angeles,29,4473,1170,82.61103970334784,55.044862917177575,197.28724621971475
2034,Madera,9,1623,4075,70.97951343502784,60.45727157060512,173.92146357180872
2034,Merced,11,1203,4377,65.16930540638259,43.47813190008047,169.22457622425307
2034,Monterey,37,4988,1317,67.0485774475228,42.35086103863066,164.98194719934313
2034,Napa,2,2921,2412,88.97720873166064,53.722738457936714,32.98398836906473
2034,Riverside,26,3373,4347,72.22681678845208,47.733171014825686,10.381851205636195
2034,Sacramento,16,97,736,107.73876825810788,36.193501905450425,35.006809679199
2034,San Joaquin,49,746,4354,95.33807931231343,38.79070904493766,132.95150378036513
2034,San Luis Obispo,23,1464,1028,69.12688740948605,51.33390966486747,72.25376920525098
2034,Santa Barbara,47,4583,3563,64.18364696978023,47.63470509569389,142.5835443117434
2034,Santa Clara,31,3201,1707,70.90599734854358,55.37840675759627,8.804628792840541
2034,Santa Cruz,23,2924,416,63.39458231338169,58.97092297242928,146.56490400957114
2034,Solano,39,405,2703,80.45125936333622,68.63824016240187,8.607119438029809
2034,Sonoma,28,484,1243,115.28334049753701,36.38136602344606,74.99419440935695
2034,Stanislaus,45,857,843,112.27602514240485,64.77320986776378,24.695287593334637
2034,Statewide,10,4942,2014,109.52925449882869,66.96056521095119,144.391842778211
2034,Tulare,12,2087,2356,111.41739156472863,37.89864341950391,62.648852386411
2034,Ventura,36,4405,4163,80.24968965937077,52.50858151760097,3.8397126072920784
2035,Alameda,39,4244,1989,75.1368577104704,64.59523680396345,138.2026204834559
2035,Butte,25,74,1847,118.56048099349282,42.68662853825585,37.01945697550588
2035,Fresno,7,4882,4717,107.01142497792185,44.60096879035693,30.812012836738955
2035,Imperial,42,2625,885,80.36245676232996,67.66105692807511,42.75779762116984
2035,Kern,34,316,3811,114.17723787612175,63.728351589571986,30.204510505832083
2035,Kings,36,4803,3581,60.23348721302393,50.59954243968377,121.09206913024843
2035,Los Angeles,23,1038,223,79.68148929311596,65.67196492380506,88.42737900615442
2035,Madera,32,2786,3167,68.2123313180631,59.65063877948678,197.92748922018012
2035,Merced,17,4237,4702,115.90379437606629,59.341138155091926,78.25148198763681
2035,Monterey,0,233,2740,114.26387865824331,36.02786106031007,56.00495788274167
2035,Napa,49,394,4503,108.18954743955598,58.93464089885338,114.21056780352316
2035,Riverside,36,669,2962,104.74814099407953,51.07874584171946,19.13055074114407
2035,Sacramento,45,4465,2801,106.17662928790325,43.085120574905616,80.38942312465672
2035,San Joaquin,13,4780,2875,119.23908823085961,59.73050480257288,149.0205438379559
2035,San Luis Obispo,19,1613,759,112.83537327530263,67.68016325226205,12.765586639410564
2035,Santa Barbara,41,1988,3628,81.88495091507784,66.4401975843945,71.00902451207011
2035,Santa Clara,47,3226,4232,60.28152411094788,50.85101705836523,192.93595728632283
2035,Santa Cruz,38,270,1234,76.50688452547422,50.3272466791337,3.7690537539289526
2035,Solano,39,1934,1580,107.94633350328667,68.27036657820145,47.82393969045919
2035,Sonoma,49,2367,4932,106.78405420525141,49.523891269607375,56.008046477877
2035,Stanislaus,24,4211,489,113.79551953744416,51.4474421766397,11.382636186889904
2035,Statewide,49,4686,869,93.43735142145017,53.73808258347065,112.78807610086278
2035,Tulare,33,108,1367,68.76121916307983,34.80549036036114,138.9261221518381
2035,Ventura,16,1120,1706,108.33142945978284,35.917648950632625,149.90334168581586
2036,Alameda,42,3460,2299,108.0777868685185,54.943972870231235,93.064442678555
2036,Butte,42,4413,1164,79.27604888169773,47.242951428941666,41.528530863212595
2036,Fresno,15,145,1942,88.5466528391625,57.60813725819111,57.25437715011057
2036,Imperial,38,1740,2957,87.37358664038486,58.90682170500624,8.062538502628303
2036,Kern,19,3970,1545,94.30504354779211,31.536227731500034,42.320620545369046
2036,Kings,41,2388,4027,99.28418973006474,31.651438842566062,156.22210062063905
2036,Los Angeles,30,214,3940,74.1570383445164,64.09365427236862,52.864312802175164
2036,Madera,12,2702,1062,88.78434879875005,46.54602049641275,146.61553263047261
2036,Merced,21,3428,3174,71.38090528250082,57.86520303340445,131.3481420974132
2036,Monterey,14,3130,4244,76.11765727468295,62.19739817274521,43.78767972619695
2036,Napa,12,2813,3386,109.12072786130435,47.92200077105961,162.9968238508424
2036,Riverside,17,2096,4401,105.10361780032133,61.28882207282993,15.977280001961525
2036,Sacramento,41,2006,3347,83.62444506367673,58.77051975405384,38.84194921548292
2036,San Joaquin,38,2944,2998,108.50588805300715,66.53210824584393,11.325614439550247
2036,San Luis Obispo,9,1861,3767,68.66800075188101,34.569912885162545,46.70917050405872
2036,Santa Barbara,4,1769,2857,66.17159033485157,51.8567346781585,75.35925868308276
2036,Santa Clara,33,2975,2841,85.62099282527552,35.01113880910071,144.6880781770036
2036,Santa Cruz,33,1640,685,80.11408780598975,59.992798533362524,132.1270829430489
2036,Solano,35,3763,472,74.47084826482451,32.45753037742316,25.42067588838264
2036,Sonoma,41,4352,4757,60.72545011394038,62.817984027179875,52.994338065303694
2036,Stanislaus,31,3666,1949,110.39559084321306,52.324389244928305,195.0632746640177
2036,Statewide,17,2185,3690,113.65572791338147,63.679963100366415,83.71296163549482
2036,Tulare,39,1109,3106,64.04395431161174,60.958710223011934,174.32903348918353
2036,Ventura,21,2140,3776,102.2329339574568,57.901017069903915,75.5638104136753
2037,Alameda,49,3673,3331,105.88232731770808,66.62097989864978,41.38380364062746
2037,Butte,29,2263,2028,74.6155507579089,35.42370413096861,125.29053589631765
2037,Fresno,39,3475,3681,68.14513244957729,61.83986457000353,140.52696008453586
2037,Imperial,30,3109,300,87.89974259212639,63.03742547924353,95.75181742016603
2037,Kern,45,189,1654,117.5171381827834,64.90806413540392,92.81204875290052
2037,Kings,23,2564,4161,104.89550565836652,30.511202732890364,121.3077172436815
2037,Los Angeles,46,2735,2499,72.15135371742522,66.17302188876963,193.32262326475748
2037,Madera,4,525,4957,101.32101876121499,40.22787713083259,163.52466626198887
2037,Merced,46,445,2608,106.09810832590236,36.75032824428324,38.864554646838066
2037,Monterey,35,3449,2692,75.2089533946392,59.066344665005275,198.08296055472624
2037,Napa,37,4516,734,72.91726636086183,52.784954954095014,12.21554393005928
2037,Riverside,8,4837,4282,112.44866830911695,65.83983625097717,181.61038992424324
2037,Sacramento,31,1782,4080,67.2049502231361,68.3425465663269,192.9919113937719
2037,San Joaquin,16,840,1929,112.75826538061013,65.57956630628317,34.30910557117877
2037,San Luis Obispo,0,1595,1342,96.71535373706082,57.941178361522475,26.14236378419004
2037,Santa Barbara,31,766,200,67.17321588033676,68.21218758743905,39.2967395582831
2037,Santa Clara,28,3486,391,71.69311041665364,55.88055969286957,188.1987093095772
2037,Santa Cruz,42,1065,3140,115.22865572752684,48.020490267585195,37.87516625204217
2037,Solano,13,3716,2811,89.07200824779878,68.276680555385,69.60038386938344
2037,Sonoma,24,3694,2831,71.31287505653356,57.82491281606152,75.36832685781893
2037,Stanislaus,47,3177,2653,89.70251698001485,55.39612764669411,35.57585309378215
2037,Statewide,49,2680,2343,107.17470596542665,34.34347972011592,138.37430224633508
2037,Tulare,31,3298,4123,94.4278268102521,37.30074352658537,21.12941506214674
2037,Ventura,22,3852,2337,92.7052643321588,51.274416852225954,10.71246516452289
2038,Alameda,23,13,4170,116.53865768063217,44.00810603098799,113.05865892187332
2038,Butte,28,4858,4433,81.93610675721999,55.02497452264811,102.25292071653607
2038,Fresno,0,2869,4358,105.6037286460841,68.54830999458838,173.54522081382754
2038,Imperial,4,3430,4770,70.91842757589079,39.082029839188785,143.9614031593856
2038,Kern,25,3603,1306,75.61682292187788,36.50483297202214,101.99363218218251
2038,Kings,40,2958,4009,87.98582423749795,57.28143469244418,71.69047075485138
2038,Los Angeles,48,920,2356,85.95739773385534,58.977592172607274,191.96653737732677
2038,Madera,11,2444,3156,65.1615080614606,57.59928115351738,168.91643441636316
2038,Merced,19,160,1938,93.14696149916844,63.5390661453413,182.7110755958343
2038,Monterey,24,52,3492,64.25519162761067,37.05715386119426,157.59402255312736
2038,Napa,11,90,2069,100.83788308695222,62.26149128241404,27.09465711881853
2038,Riverside,48,3221,1007,86.02246703851472,34.29578017280056,66.93596865609312
2038,Sacramento,17,1251,178,109.72740429795485,31.397278312994764,188.01496648015916
2038,San Joaquin,22,4481,3742,100.4211887974076,40.600914241226185,69.08672787169688
2038,San Luis Obispo,21,1436,4583,64.23174707105176,34.58930359985533,103.95021995562968
2038,Santa Barbara,30,4844,2791,65.30071229924292,54.44665371985215,163.6679627265674
2038,Santa Clara,3,3567,109,72.23808300265671,65.36709311470646,139.66085449775568
2038,Santa Cruz,41,3633,4593,60.7540043665928,38.58645066195404,45.93587205562659
2038,Solano,18,4329,3627,78.22423393760104,52.31005359236117,87.09812638438864
2038,Sonoma,47,4507,245,86.1460995264416,41.725812035153425,180.4913235146567
2038,Stanislaus,25,1277,2142,109.7171768776548,41.78972172926651,189.30731442291872
2038,Statewide,10,1061,344,99.93097125361975,41.47201988248783,48.29284657032369
2038,Tulare,8,1108,2453,116.75271115208047,66.06399434934173,27.36399368767937
2038,Ventura,14,949,1159,111.39458327813222,69.37411317082095,171.54301291594655
2039,Alameda,0,4151,1264,115.36908914816325,36.50373700947446,126.48077361285208
2039,Butte,2,2211,2631,75.42667577420326,32.95803685520582,141.83946423037818
2039,Fresno,24,4127,1204,82.32463740137858,46.70022229073368,146.96406228251433
2039,Imperial,48,2999,676,60.26299601901418,58.39160328570225,182.8221070279695
2039,Kern,37,2506,2730,105.44109696582866,39.43723236574051,108.08771748834639
2039,Kings,29,4790,2594,94.88065410719767,46.26572853177759,78.71198659586025
2039,Los Angeles,15,642,4306,60.026055310838316,33.092271095876676,109.49310063206237
2039,Madera,16,319,2555,90.52417571490395,54.87412506595115,139.78256080961424
2039,Merced,47,2622,4059,88.58021145967302,39.81135810927147,23.818390239736065
2039,Monterey,48,611,2602,91.6818053192842,63.29582397709652,125.81503198177712
2039,Napa,13,4685,1723,86.86367444793883,38.585567860055846,127.08571936452167
2039,Riverside,9,2631,2800,73.79437733391157,50.18068417322569,110.29762255855866
2039,Sacramento,12,28,4839,87.5294527988964,38.16794409548472,9.094902266830918
2039,San Joaquin,43,2993,4143,119.21360796564414,45.09841042718416,101.21423363219097
2039,San Luis Obispo,23,4251,1655,71.8727608886195,45.92587755047974,164.7404760929798
2039,Santa Barbara,14,2195,1401,68.19425941702136,62.061236751198344,88.44498538446453
2039,Santa Clara,41,2355,847,98.69848920256817,68.18558362318996,77.31041837428117
2039,Santa Cruz,18,3964,1460,82.36619087129353,62.97839631376383,65.08388150078235
2039,Solano,21,1524,1575,60.09042716737463,46.10906939672459,27.403749725500393
2039,Sonoma,5,3326,180,60.95299826235839,35.16866553961866,140.3342590296405
2039,Stanislaus,18,3513,1536,110.46100673812535,59.428762891575126,186.50529761778412
